Company,TypeName,Inches,Gpu,Touchscreen,Ips,Screen Resolution,X_res,Y_res,CPU Name,CPU Freq (GHz),RAM (GB),HDD,SSD,Flash Storage,OS,Weight (kg),Price
Dell,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i7,2.7,8,0,256,0,Linux,2.33,456.4801296
HP,Ultrabook,15.6,AMD,0,0,1920x1080,1920,1080,AMD A-Series,3.0,4,0,256,0,Windows 10,1.91,292.45392
Lenovo,Notebook,15.6,AMD,0,1,1920x1080,1920,1080,Intel Core i7,1.8,8,0,256,0,Windows 10,2.1,720.6205248
Lenovo,Notebook,14.0,Intel,0,1,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.9,549.74304
Dell,Workstation,15.6,Nvidia,1,0,3840x2160,3840,2160,Intel Core i7,2.8,8,0,256,0,Windows 10,1.78,1589.4489599999995
Lenovo,Ultrabook,14.0,Intel,0,1,2560x1440,2560,1440,Intel Core i7,2.7,16,0,1000,0,Windows 10,1.13,1538.4599999999998
Lenovo,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.1,4,1000,0,0,Windows 10,2.2,179.34048
Asus,Gaming,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,256,0,Windows 10,2.9,896.1163199999999
Lenovo,Notebook,15.6,AMD,0,1,1920x1080,1920,1080,Intel Core i5,1.6,8,1000,256,0,Windows 10,2.1,670.76856
Acer,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,0,256,0,Linux,2.5,515.16432
MSI,Gaming,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,256,0,Windows 10,2.8,1318.09392
Asus,Ultrabook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i7,2.7,8,0,512,0,Windows 10,1.1,1097.72784
Toshiba,Ultrabook,13.3,Intel,0,0,1920x1080,1920,1080,Intel Core i7,2.5,16,0,512,0,Windows 10,1.2,1023.88176
Dell,Ultrabook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,0,512,0,Windows 10,1.36,984.6144
Lenovo,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i3,2.0,4,500,0,0,Windows 10,2.2,239.70672
Lenovo,Notebook,11.6,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.1,2,0,0,32,Windows 10,1.15,178.432056
Lenovo,Workstation,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,0,512,0,Windows 10,2.67,1128.204
Lenovo,Ultrabook,14.0,Nvidia,0,1,2560x1440,2560,1440,Intel Core i7,2.8,8,0,512,0,Windows 10,1.7,1138.75344
HP,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i3,2.0,4,1000,0,0,Windows 10,2.1,274.87152
Acer,2 in 1 Convertible,13.3,Intel,1,1,1920x1080,1920,1080,Intel Core i7,2.5,8,0,256,0,Windows 10,1.6,462.4229808
Asus,2 in 1 Convertible,13.3,Intel,1,1,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.27,543.8822399999999
Dell,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i5,2.5,4,0,256,0,Linux,2.3,351.003312
Dell,Notebook,13.3,Intel,0,0,1366x768,1366,768,Intel Core i3,2.0,4,0,128,0,Windows 10,1.65,403.80912
HP,Ultrabook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i7,2.5,8,0,256,0,Windows 10,1.43,879.12
Dell,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i5,2.5,8,1000,0,0,Windows 10,2.14,316.453896
Lenovo,Ultrabook,14.0,AMD,0,1,1920x1080,1920,1080,Intel Core i7,1.8,8,0,256,0,Windows 10,1.75,712.3099104
Lenovo,2 in 1 Convertible,15.6,Nvidia,1,1,3840x2160,3840,2160,Intel Core i7,2.8,16,0,512,0,Windows 10,2.0,1112.96592
Chuwi,Notebook,12.3,Intel,0,1,2736x1824,2736,1824,Intel Processor,1.1,6,0,0,64,Windows 10,1.4,263.14992
HP,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i7,2.9,8,0,256,0,Windows 10,2.31,836.33616
Asus,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i3,2.4,8,1000,0,0,Linux,2.3,349.88976
Dell,Gaming,17.3,Nvidia,0,1,2560x1440,2560,1440,Intel Core i7,2.9,16,1000,256,0,Windows 10,4.42,1640.4379199999998
Dell,Gaming,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.8,8,1000,128,0,Windows 10,2.62,679.26672
Dell,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i7,1.8,8,2000,256,0,Windows 10,2.02,669.537792
Dell,Ultrabook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,0,256,0,Linux,1.6,644.10192
HP,Gaming,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,12,1000,256,0,Windows 10,3.35,1171.57392
Mediacom,2 in 1 Convertible,11.6,Intel,1,1,1920x1080,1920,1080,Intel Celeron Dual,1.1,4,0,32,0,Windows 10,1.16,175.23791999999997
Samsung,Netbook,11.6,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.6,4,0,0,16,Chrome OS,1.15,157.65552
Lenovo,Notebook,13.3,Intel,0,1,1920x1080,1920,1080,Intel Core i7,2.7,8,0,256,0,Windows 10,1.4,591.9408
Lenovo,Notebook,14.0,Intel,0,1,1920x1080,1920,1080,Intel Core i3,2.7,4,0,128,0,Windows 10,1.7,351.06192
Lenovo,Workstation,15.6,Nvidia,0,1,3840x2160,3840,2160,Intel Core i7,2.8,16,0,512,0,Windows 10,2.3,1432.9656
Lenovo,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.9,16,0,512,0,Windows 10,2.5,1435.30992
Asus,Gaming,17.3,AMD,0,0,1920x1080,1920,1080,AMD Processor,3.2,8,1000,256,0,Windows 10,3.2,993.4056
HP,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.6,4,500,0,0,Windows 10,2.1,203.36976
Google,Ultrabook,12.3,Intel,1,0,2400x1600,2400,1600,Intel Core i7,1.3,16,0,512,0,Chrome OS,1.1,1288.78992
Lenovo,Ultrabook,14.0,Intel,0,0,2560x1440,2560,1440,Intel Core i7,2.7,24,0,512,0,Windows 10,1.32,1396.04256
Asus,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,4,0,256,0,Linux,2.0,327.61872
Lenovo,Notebook,17.3,AMD,0,0,1600x900,1600,900,AMD A-Series,2.5,8,1000,0,0,Windows 10,2.8,304.17552
Dell,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i5,1.6,4,0,256,0,Windows 10,2.2,438.97392
Lenovo,Ultrabook,12.5,Intel,0,1,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.36,837.5083199999999
Lenovo,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Pentium Quad,1.1,4,0,128,0,Windows 10,2.2,204.54192
HP,Gaming,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.8,8,1000,128,0,Windows 10,2.2,644.10192
Dell,Notebook,14.0,Nvidia,0,0,1920x1080,1920,1080,Intel Core i5,2.8,8,0,256,0,Windows 10,1.64,690.98832
Acer,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i5,2.5,4,500,0,0,Linux,2.4,258.930144
Dell,Workstation,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Processor,3.0,8,1000,0,64,Windows 10,2.23,1168.0574399999998
MSI,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,2.2,602.3378592
Microsoft,Ultrabook,13.5,Intel,1,0,2256x1504,2256,1504,Intel Core i7,2.5,16,0,512,0,Windows 10 S,1.25,1517.3611199999998
HP,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i5,2.5,8,0,128,0,Windows 10,1.91,345.20111999999995
Dell,Workstation,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.7,16,0,256,0,Windows 10,2.17,1157.508
HP,Workstation,15.6,Intel,0,1,1920x1080,1920,1080,Intel Core i7,2.9,8,0,512,0,Windows 10,2.31,899.0467199999999
Lenovo,Notebook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.65,788.2775999999999
Dell,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i7,1.8,8,1000,128,0,Windows 10,2.36,573.77232
Dell,2 in 1 Convertible,11.6,Intel,1,0,1366x768,1366,768,Intel Pentium Quad,1.6,4,500,0,0,Windows 10,1.47,280.73232
Dell,Notebook,17.3,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.7,8,1000,0,0,Windows 10,4.42,1199.11968
Microsoft,Ultrabook,13.5,Intel,1,0,2256x1504,2256,1504,Intel Core M,2.2,4,0,128,0,Windows 10 S,1.252,579.63312
Microsoft,Ultrabook,13.5,Intel,1,0,2256x1504,2256,1504,Intel Core i7,2.5,8,0,256,0,Windows 10 S,1.25,1054.35792
HP,Notebook,17.3,Intel,0,0,1600x900,1600,900,Intel Core i3,2.0,8,0,256,0,Windows 10,2.5,375.032592
Acer,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i3,2.0,4,1000,0,0,Windows 10,2.23,318.82752
Acer,Netbook,11.6,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.6,4,0,128,0,Windows 10,1.4,254.9448
Asus,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,1000,0,0,Windows 10,2.37,438.97392
Lenovo,Notebook,14.0,AMD,0,1,1920x1080,1920,1080,Intel Core i7,2.7,8,0,512,0,No OS,1.5,468.27792
Lenovo,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.9,8,0,256,0,Windows 10,2.67,1224.9072
Asus,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Pentium Quad,1.1,4,500,0,0,Windows 10,2.0,178.16832
Acer,Notebook,15.6,Nvidia,0,0,1366x768,1366,768,Intel Core i3,2.0,4,500,0,0,Windows 10,2.2,274.87152
Dell,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i5,1.6,8,2000,0,0,Windows 10,2.02,444.83472
HP,Gaming,17.3,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.8,12,1000,0,0,Windows 10,3.78,995.74992
Lenovo,Ultrabook,14.0,Intel,0,1,2560x1440,2560,1440,Intel Core i7,2.6,12,0,256,0,Windows 10,1.4,1088.93664
HP,2 in 1 Convertible,13.3,Intel,1,1,3840x2160,3840,2160,Intel Core i7,1.8,8,0,512,0,Windows 10,1.29,1171.57392
HP,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,500,0,0,Windows 10,1.9,676.33632
Google,Ultrabook,12.3,Intel,1,0,2400x1600,2400,1600,Intel Core i5,1.2,8,0,128,0,Chrome OS,1.1,747.252
Dell,Ultrabook,13.3,Intel,1,0,1920x1080,1920,1080,Intel Core i5,1.6,8,0,256,0,Windows 10,1.42,1079.471448
Asus,Notebook,15.6,Intel,0,1,3840x2160,3840,2160,Intel Core i7,2.6,12,1000,128,0,Windows 10,2.06,761.31792
Dell,Notebook,14.0,Intel,0,0,1366x768,1366,768,Intel Core i3,2.3,8,0,128,0,Windows 10,1.79,433.6992
Dell,Workstation,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,0,256,0,Windows 10,1.78,1411.28064
Lenovo,Notebook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,180,0,Windows 10,1.7,799.4131199999999
Dell,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i5,1.6,8,1000,0,0,Windows 10,2.2,395.604
Toshiba,Notebook,13.3,Intel,0,1,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.05,979.92576
Dell,Notebook,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,1.8,8,0,512,0,Windows 10,2.16,739.6329599999999
Dell,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i3,2.4,4,1000,0,0,Windows 10,2.18,343.794528
HP,Notebook,13.3,Intel,0,1,1920x1080,1920,1080,Intel Core i5,1.6,4,0,128,0,Windows 10,1.49,425.49408
Chuwi,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Atom,1.44,4,0,0,64,Windows 10,1.89,145.875312
Lenovo,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i3,2.0,4,0,128,0,Windows 10,2.3,331.1352
Lenovo,Notebook,14.0,Intel,0,1,1920x1080,1920,1080,Intel Core i5,1.6,8,0,256,0,Windows 10,1.75,614.79792
Dell,Workstation,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.7,16,0,512,0,Windows 10,2.17,1370.25504
Dell,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,16,0,512,0,Windows 10,2.06,1112.96592
Lenovo,Ultrabook,12.5,Intel,0,1,1920x1080,1920,1080,Intel Core i7,2.7,16,0,512,0,Windows 10,1.36,1053.77184
Asus,Ultrabook,12.5,Intel,0,0,1920x1080,1920,1080,Intel Core i7,2.7,16,0,512,0,Windows 10,0.91,1142.856
Lenovo,Notebook,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,2.3,593.1070991999999
Toshiba,Ultrabook,13.3,Intel,1,0,1920x1080,1920,1080,Intel Core i7,2.7,32,0,512,0,Windows 10,1.05,1640.4379199999998
Asus,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,1000,128,0,Windows 10,1.99,791.208
Acer,Notebook,15.6,AMD,0,0,1366x768,1366,768,AMD A-Series,2.5,8,1000,0,0,Windows 10,2.2,339.34032
Asus,Gaming,17.3,Nvidia,1,1,1920x1080,1920,1080,Intel Core i7,2.6,24,1000,256,0,Windows 10,4.33,743.7355199999998
Lenovo,Ultrabook,12.5,Intel,0,1,1366x768,1366,768,Intel Core i5,2.3,8,0,180,0,Windows 10,1.3,644.10192
Lenovo,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i7,1.8,8,0,256,0,Windows 10,2.17,526.8273119999999
HP,Notebook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,0,1000,0,Windows 10,1.48,1025.05392
Lenovo,Notebook,13.3,Intel,0,1,1920x1080,1920,1080,Intel Core i3,2.4,8,0,256,0,Windows 10,1.4,556.18992
Lenovo,Notebook,15.6,Intel,0,1,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,2.3,533.91888
Asus,Netbook,11.6,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.1,4,0,0,64,Windows 10 S,1.2,199.2672
HP,Notebook,15.6,AMD,0,0,1366x768,1366,768,Intel Core i5,2.5,8,0,256,0,Windows 10,1.91,362.7776592
Lenovo,2 in 1 Convertible,13.9,Intel,1,1,1920x1080,1920,1080,Intel Core i5,1.6,8,0,256,0,Windows 10,1.4,937.14192
Lenovo,Notebook,14.0,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.1,4,500,0,0,Windows 10,2.1,175.23791999999997
Lenovo,Netbook,11.6,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.6,4,0,16,0,Chrome OS,1.25,155.3112
Lenovo,Notebook,13.3,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.44,556.18992
Asus,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i7,2.7,8,1000,256,0,Windows 10,2.0,717.3619199999999
Acer,Notebook,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i5,1.6,4,1000,0,0,Windows 10,2.2,359.26703999999995
HP,Ultrabook,13.3,Intel,0,1,1920x1080,1920,1080,Intel Core i7,2.7,8,0,512,0,Windows 10,1.34,775.38384
Lenovo,Gaming,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.8,8,1000,256,0,No OS,2.4,673.4059199999999
Dell,Ultrabook,13.3,Intel,1,1,1920x1080,1920,1080,Intel Core i5,2.5,8,0,128,0,Windows 10,1.29,526.8859199999999
Acer,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.7,4,500,0,0,Windows 10,2.2,374.50512
Dell,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,1000,0,0,Windows 10,2.18,489.96288
Dell,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i7,1.8,16,2000,256,0,Windows 10,2.2,714.5721791999998
Xiaomi,Notebook,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,1.8,16,0,256,0,No OS,1.95,820.4826959999999
Asus,Netbook,11.6,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.1,2,0,0,32,Windows 10,1.1,143.5896
HP,Notebook,15.6,Intel,1,0,1366x768,1366,768,Intel Core i5,1.6,4,1000,0,0,Windows 10,2.04,305.6231376
Asus,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,24,0,512,0,Windows 10,2.24,1739.48544
HP,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,2.04,521.0251199999999
Asus,Gaming,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,256,0,Windows 10,3.0,881.4643199999999
Lenovo,Gaming,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.8,8,1000,256,0,Windows 10,3.2,819.92592
HP,Ultrabook,13.3,Intel,0,1,1920x1080,1920,1080,Intel Core i7,2.7,8,0,256,0,Windows 10,1.32,819.92592
Dell,Notebook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.6,8,0,256,0,Windows 10,1.64,750.0241583999999
HP,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i3,2.0,4,0,128,0,Windows 10,1.63,403.80912
Dell,Notebook,17.3,AMD,0,1,1920x1080,1920,1080,Intel Core i5,1.6,8,1000,128,0,Linux,2.8,521.0251199999999
Lenovo,Notebook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.3,8,0,256,0,Windows 7,2.02,785.3471999999999
Lenovo,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.7,4,1000,0,0,Windows 10,2.2,468.27792
Lenovo,Notebook,15.6,Nvidia,0,0,1366x768,1366,768,Intel Core i3,2.0,8,2000,0,0,No OS,2.2,269.01072
Dell,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i5,2.5,4,500,0,0,Windows 10,2.3,342.8568
Dell,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.8,8,0,256,0,Windows 10,1.9,807.03216
Dell,Gaming,17.3,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,128,0,Windows 10,4.42,1765.7242416
Toshiba,Notebook,15.6,Intel,0,1,1920x1080,1920,1080,Intel Core i5,2.5,8,500,0,0,Windows 10,2.0,504.0288
Asus,Notebook,15.6,Nvidia,0,1,3840x2160,3840,2160,Intel Core i7,2.7,8,1000,256,0,Windows 10,2.0,761.31792
Mediacom,Notebook,13.3,Intel,0,1,1920x1080,1920,1080,Intel Processor,1.1,4,0,32,0,Windows 10,1.2,216.26352
Asus,Gaming,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i5,2.5,8,1000,128,0,Windows 10,2.3,966.44592
Dell,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,0,256,0,Windows 10,1.93,802.3435199999999
Dell,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i5,1.6,8,0,256,0,Windows 10,2.2,467.3460528
HP,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Pentium Quad,1.6,4,0,256,0,Windows 10,1.86,233.8400592
HP,Gaming,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,12,1000,0,0,Windows 10,2.62,1054.35792
Lenovo,Notebook,14.0,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.7,8,0,256,0,Windows 10,1.87,503.44272
Dell,Ultrabook,13.3,Intel,1,0,3200x1800,3200,1800,Intel Core i7,1.8,8,0,256,0,Windows 10,1.2,819.92592
Dell,Notebook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i3,2.0,4,0,128,0,Windows 10,1.6,431.2786896
HP,Ultrabook,13.3,Intel,0,1,3200x1800,3200,1800,Intel Core i7,2.7,8,0,256,0,Windows 10,1.34,671.0616
Acer,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,1000,0,0,Linux,2.4,467.69184
Asus,Notebook,15.6,AMD,0,0,1366x768,1366,768,AMD E-Series,1.8,4,500,0,0,Windows 10,2.0,204.54192
HP,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i3,2.4,4,0,128,0,Windows 10,2.1,413.47944
Lenovo,Notebook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,4,500,0,0,Windows 10,1.87,460.0728
Lenovo,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.3,4,1000,0,0,No OS,2.15,270.974088
HP,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i3,2.0,4,500,0,0,Windows 10,1.86,232.67376
Lenovo,Notebook,15.6,Intel,0,1,1920x1080,1920,1080,Intel Core i7,2.7,8,0,512,0,Windows 10,1.99,1013.33232
Lenovo,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i3,2.0,4,0,128,0,Windows 10,2.2,292.45392
Dell,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.9,654.6454992
Dell,Gaming,17.3,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,256,0,Windows 10,4.42,1581.82992
HP,Notebook,17.3,Intel,0,0,1600x900,1600,900,Intel Core i3,2.0,8,1000,0,0,Windows 10,2.65,318.915432
HP,Notebook,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.7,8,1000,0,0,Windows 10,2.63,750.1823999999999
Asus,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.1,4,500,0,0,Linux,2.0,131.28192
Mediacom,Notebook,13.3,Intel,0,1,1920x1080,1920,1080,Intel Atom,1.44,4,0,0,32,Windows 10,1.35,149.45039999999997
Lenovo,Notebook,17.3,Nvidia,0,0,1600x900,1600,900,Intel Core i7,2.7,6,1000,128,0,Windows 10,2.8,556.18992
HP,Notebook,15.6,AMD,0,1,1920x1080,1920,1080,AMD A-Series,2.5,6,0,128,0,Windows 10,1.91,333.420912
Dell,Notebook,15.6,AMD,0,0,1366x768,1366,768,Intel Core i3,2.0,4,1000,0,0,Windows 10,2.18,362.138832
Acer,2 in 1 Convertible,11.6,Intel,1,1,1920x1080,1920,1080,Intel Celeron Dual,2.0,4,0,0,32,Windows 10,1.25,204.54192
Lenovo,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i3,2.7,4,0,128,0,Windows 10,2.05,369.2304
HP,Ultrabook,13.3,Intel,1,1,3200x1800,3200,1800,Intel Core M,1.2,16,0,512,0,Windows 10,1.16,1151.6472
Lenovo,Notebook,17.3,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.8,8,0,256,0,Windows 10,3.4,1757.65392
Asus,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,1000,128,0,Windows 10,2.5,491.7211199999999
Dell,Ultrabook,13.3,Intel,1,1,3840x2160,3840,2160,Intel Core i5,1.6,8,0,128,0,Windows 10,1.21,937.14192
Dell,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i5,2.6,4,500,0,0,Windows 10,1.93,562.05072
Fujitsu,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i5,2.5,8,1000,0,0,Windows 10,2.2,433.11312
Lenovo,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Pentium Quad,1.1,4,500,0,0,Windows 10,2.2,201.61152
Lenovo,Notebook,14.0,Intel,0,0,1366x768,1366,768,Intel Core i5,2.5,4,500,0,0,Windows 10,2.02,580.2191999999999
HP,Workstation,17.3,Nvidia,0,0,1600x900,1600,900,Intel Core i5,2.8,8,500,0,0,Windows 10,3.14,1090.6890191999998
HP,Notebook,14.0,Intel,0,0,1366x768,1366,768,Intel Pentium Quad,1.6,8,2000,0,0,Windows 10,1.94,227.98512
HP,Notebook,15.6,AMD,0,1,1920x1080,1920,1080,AMD A-Series,3.0,6,0,256,0,Windows 10,1.95,380.36592
Lenovo,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,2.3,486.4464
Lenovo,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,1.6,4,500,0,0,Windows 10,2.05,401.4648
Mediacom,Notebook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Atom,1.44,4,0,32,0,Windows 10,1.4,145.93391999999997
Toshiba,Ultrabook,14.0,Intel,1,0,1920x1080,1920,1080,Intel Core i7,2.7,16,0,512,0,Windows 10,1.24,1093.0392
Lenovo,Gaming,17.3,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.7,32,1000,256,0,Windows 10,4.6,1560.7310399999997
MSI,Gaming,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.9,16,1000,512,0,Windows 10,4.14,1599.41232
Dell,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i7,2.7,8,0,256,0,Linux,2.2,438.9797808
Mediacom,Notebook,14.0,Intel,0,1,1920x1080,1920,1080,Intel Processor,1.1,4,0,32,0,Windows 10,1.45,227.98512
Dell,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i5,2.6,8,500,0,0,Windows 10,1.9,591.0734015999999
HP,Notebook,13.3,Intel,0,0,1920x1080,1920,1080,Intel Core i3,2.4,4,0,128,0,Windows 10,1.49,421.39152
Dell,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,16,0,256,0,Windows 10,1.93,901.0335312
Dell,Netbook,11.6,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.6,4,0,0,16,Chrome OS,1.26,172.8936
MSI,Gaming,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.7,16,1000,128,0,Windows 10,4.5,1376.70192
HP,Gaming,17.3,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,256,0,Windows 10,3.78,877.9478399999999
Lenovo,Ultrabook,14.0,Intel,0,1,1920x1080,1920,1080,Intel Core i7,2.6,12,0,256,0,Windows 10,1.4,980.51184
Lenovo,Notebook,15.6,Intel,1,0,1366x768,1366,768,Intel Core i7,1.8,12,1000,0,0,Windows 10,2.2,356.92272
Asus,Gaming,17.3,Nvidia,0,1,1920x1080,1920,1080,Intel Core i5,2.5,8,1000,128,0,Windows 10,2.73,1037.3616
